"Aircraft_Make";"Aircraft_Model";"Aircraft_Series";"Incidentes";"Fallecidos"
"VICKERS";"VISCOUNT";"745D";3;0
"VOLAIRE";"10A";"NO SERIES EXISTS";1;0
"VOLMER";"VJ22";"NO SERIES EXISTS";13;0
"VOUGHT";"F4U";"4";12;0
"VOUGHT";"F4U";"5";3;0
"VOUGHT";"F4U";"5NL";1;0
"VOUGHT";"F4U";"7";1;0
"VOUGHT";"FG";"1D";4;0
"WACO";"10";"NO SERIES EXISTS";1;0
"WACO";"125";"NO SERIES EXISTS";1;0
"WACO";"9";"NO SERIES EXISTS";1;0
"WACO";"AQC6";"NO SERIES EXISTS";1;0
"WACO";"ASO";"NO SERIES EXISTS";3;0
"WACO";"ATO";"NO SERIES EXISTS";3;0
"WACO";"BSO";"NO SERIES EXISTS";2;0
"WACO";"CRG";"NO SERIES EXISTS";1;0
"WACO";"CTO";"NO SERIES EXISTS";2;0
"WACO";"CUC1";"NO SERIES EXISTS";1;0
"WACO";"GXE";"NO SERIES EXISTS";2;0
"WACO";"HRE";"NO SERIES EXISTS";1;0
"WACO";"QCF";"NO SERIES EXISTS";3;0
"WACO";"RNF";"NO SERIES EXISTS";1;0
"WACO";"S3HD";"NO SERIES EXISTS";1;0
"WACO";"UBF";"NO SERIES EXISTS";2;0
"WACO";"UIC";"NO SERIES EXISTS";2;0
"WACO";"UKC";"NO SERIES EXISTS";1;0
"WACO";"UPF7";"NO SERIES EXISTS";31;0
"WACO";"VKS7F";"NO SERIES EXISTS";1;0
"WACO";"YKS7";"NO SERIES EXISTS";2;0
"WACO";"YMF";"NO SERIES EXISTS";23;0
"WACO";"YOC";"NO SERIES EXISTS";1;0
"WACO";"YOC1";"NO SERIES EXISTS";1;0
"WACO";"YPF";"NO SERIES EXISTS";1;0
"WACO";"YPF7";"NO SERIES EXISTS";1;0
"WACO";"ZPF7";"NO SERIES EXISTS";2;0
"WDL LUFTSCHIFF";"WDL1";"UNDESIGNATED SERIES";2;0
"WEATHERLY";"201";"A";1;0
"WEATHERLY";"201";"B";13;0
"WEATHERLY";"201";"C";6;0
"WEATHERLY";"201";"UNDESIGNATED SERIES";7;0
"WEATHERLY";"620";"A";1;0
"WEATHERLY";"620";"B";6;0
"WEATHERLY";"620";"UNDESIGNATED SERIES";14;0
"WESTLAND";"WG30";"100";4;0
"WHEELER";"EXPRESS";"NO SERIES EXISTS";1;0
"WHITE";"DER JAGER DIX";"NO SERIES EXISTS";3;0
"WITTMAN";"W10";"NO SERIES EXISTS";4;0
"WITTMAN";"W8";"NO SERIES EXISTS";10;0
"WOLF";"W11";"NO SERIES EXISTS";1;0
"WORNER";"NLSTU";"1000";1;0
"YAKOVLEV";"YAK11";"NO SERIES EXISTS";5;0
"YAKOVLEV";"YAK18";"A";4;0
"YAKOVLEV";"YAK18";"T";2;0
"YAKOVLEV";"YAK18";"UNDESIGNATED SERIES";1;0
"YAKOVLEV";"YAK3";"M";2;0
"YAKOVLEV";"YAK3";"UNDESIGNATED SERIES";1;0
"YAKOVLEV";"YAK50";"NO SERIES EXISTS";4;0
"YAKOVLEV";"YAK52";"NO SERIES EXISTS";50;0
"YAKOVLEV";"YAK55";"M";1;0
"YAKOVLEV";"YAK9";"UM";2;0
"ZENAIR";"CH2000";"UNDESIGNATED SERIES";26;0
"ZENAIR";"CH601";"HD";6;0
"ZENAIR";"CH601";"UNDESIGNATED SERIES";1;0
"ZENAIR";"STOL CH701";"NO SERIES EXISTS";13;0
"ZENAIR";"STOL CH801";"NO SERIES EXISTS";1;0
"ZENITH";"CH601";"XL";5;0
"ZIVKO";"EDGE540";"UNDESIGNATED SERIES";3;0
